RecipeId,name,ingredients,instructions
297,Virginia Fried Soft Shell Crabs,"soft shelled crabs, milk, flour, eggs, salt","Dress fresh crabs or thaw frozen crabs.  Rinse in cold water; drain. Combine eggs, milk, and salt. Combine flour and crumbs. Dip crabs in egg mixture and roll in flour/crumb mixture. For heavier breading, let crabs sit several minutes and repeat dipping/rolling procedure. Additional spices, such as cayenne pepper and garlic, may also be added. Place crabs in a heavy frying pan which contains 1/8 to 1/4 inch of fat, hot but not smoking. Fry at moderate heat. When crabs are brown on one side, turn carefully and brown the other side. Cooking time is approximately 8 to 10 minutes. Drain on absorbent paper."
298,Blue Jimmy Pillows,"chicken broth, Worcestershire sauce, parsley, season salt, celery seed, tarragon, all-purpose flour, eggs","In saucepan, combine chicken broth, vegetable oil, Worcestershire sauce,  parsley, season salt, celery seed, red pepper, and tarragon. Bring to a  boil, incorporate flour until blended. Once flour and ingredients are  combined set aside to cool. While that is cooling beat eggs to a fluffy  consistency. The reason for letting the flour mixture cool is so that it  doesn't cook  the eggs. Combine beaten eggs and flour mixture thoroughly. Incorporate  crab meat. After everything is combined, drop 1 large tablespoon per  serving onto ungreased cookie sheet, and bake at 425 degrees for 12 to 15  minutes or until golden brown."
299,Apricot Salsa,"red bell pepper, olive oil, onion, tomatoes, apricots, dark rum, apple cider","Cut a red bell pepper in half; remove seeds; and roast half of it. (Brush with olive oil; put under broiler very close to heat until blackened, about 5 minutes). Chop. Saute onion in about a tablespoon  of olive oil until translucent. Add tomato and jalapeno; saute about another 5 minutes, until tomato is cooked. Add apple cider to cover apricots and boil down until cider is almost all boiled off. Add chopped roasted bell pepper; stir. Add dark rum and flambe. (Light and swirl until flame goes out). Serve hot over grilled shark, swordfish, shrimp, or marlin."
300,English Trifle - Guy Attwood,"sugar, cornstarch, vanilla, nutmeg, cream sherry, frozen raspberries","This recipe was given to me by my Grandmother who came over to America in 1895 from England. I have altered it slightly. As far as I know it is  relatively original, or as original as any type of recipe such as this can be. It is not only addictive and decadent but pretty to look at as  well. This is a special occasion dessert. Whisk yolks in a medium saucepan. Gradually add sugar, whisking until  mixture is thick and lemon colored, about 1 or 2 minutes. Blend in whole milk,  whipping cream and cornstarch; mix. Place over medium low heat and cook, stirring constantly, until mixture thickens, about 3 to 5 minutes. DO NOT BOIL  OR MIXTURE WILL SEPARATE. Remove from heat and stir until slightly cooled. Blend in vanilla and nutmeg. Transfer to a bowl; repeat process for the  two required for the trifle. ASSEMBLY:, Whip the cream as your MaMa or Daddy taught you to do. In your  prettiest large crystal bowl (salad bowl size) place a little less than  half the whipped cream around the bottom and half way up the sides. Break 1/2 of the cakes into bite sized pieces and drop randomly all over the  cream. Drizzle sherry over all. Drop dollops of jam and slightly less  than half of the drained raspberries over the cake. Drizzle 1/2 of the  thick but liquid custard over all. Repeat for the next layer, reserving  some raspberries for the top. (Try to plan to end with a layer of jam and  raspberries as the top of the Trifle.), Finally, completely cover the top  with the remaining whipped cream. Drizzle a little chocolate on top in any  pattern you think looks good. Add a few raspberries and stand back to receive raves. To serve, merely scoop down and place on a pretty  plate. NOTE: Make about 4 hours before serving. Cover with plastic wrap and  refrigerate."
301,Rote Gr&uuml;tze,"raspberries, strawberries, dark sweet red cherries, dark sweet cherries, cranberry juice, sugar, lemon zest, lemon juice, cornstarch, dry red wine, heavy cream","FOR DESSERT:, Combine raspberry juice, pureed strawberries and cherry juice in  1 quart measure. Add enough grape juice to total 1 quart. Pour mixture into  heavy saucepan (NOT ALUMINUM). Add 2 more cups grape juice. Stir in sugar, lemon zest, lemon juice. Bring to a boil, uncovered, over medium heat stirring often. Combine cornstarch with wine in separate bowl to make a thin, smooth  paste. As soon as mixture boils, add corn starch paste, whisking vigorously. Immediately reduce heat to low; cook and stir for 3 minutes until mixture boils again, thickens, and starch taste is gone. Stir in raspberries and cherries gently. Heat and stir 1 minute more. Remove from heat and stir 1 minute more. Cool mixture to room temperature. Chill for 24 hours. FOR TOPPING:, Shortly before serving, beat heavy cream with vanilla sugar until slightly thickened, but still thin enough to pour. Spoon Rote Grutze into stemmed goblets and top each with a generous ladle of whipped cream and serve."
302,Twice Baked Ham and Cheese Potatoes,"potatoes, cheddar cheese, milk, ham, sour cream, pepper, butter, paprika, parsley flakes","Bake potatoes at 400 degrees Fahrenheit for 1 hour until soft. Slice potatoes in half lengthwise. Scoop out insides, leaving a firm shell. Place potato pulp, cheddar cheese, milk, ham, sour cream, onion salt, pepper, and butter in a mixing bowl. Beat at high speed until smooth. Fill potato shells with mixture. Bake at 350 degrees Fahrenheit for 20 to 30   minutes. Garnish with paprika or parsley."
303,Rock Candy,"water, sugar","* Candy flavoring is carried by a lot of grocery stores, near the baking aisle with candy-making and cake decorating supplies. Bring the water to a boil in the saucepan. Remove from heat; add 3 cups of sugar, stirring until dissolved. Slowly add the remaining sugar, reheating the water if necessary. When all the sugar is dissolved, pour the mixture into 3 heat proof jars or glasses. Stir 3 drops of liquid food coloring and 1/2 teaspooon candy flavoring into each jar. Tie each length of string around a pencil. Lay one string on top of each jar so the strings hang down into the liquid. Crystals will begin to form in 1 hour, and continue to solidify for several days. If a layer forms on the surface of the jar, break it. When liquid completely evaporates, candy is ready."
304,Twice-Baked Sweet Potatoes,"head of garlic, sweet potatoes, sour cream, salt, pepper","Remove outer covering from garlic but don't separate the cloves. Wrap garlic in aluminum foil coated with cooking spray. Place garlic and sweet potatoes on a baking sheet. Bake at 400 degrees Fahrenheit for 1-1/4 hours. Separate garlic cloves; squeeze to extract 2 teaspoons pulp. Slice skin away from top of each potato and scoop out the pulp leaving   the shells intact. Mash potato pulp with garlic, sour cream, salt and pepper. Spoon into potato shells. Bake 400 degrees Fahrenheit for 15 minutes or until heated."
306,Rock Candy II,"water, sugar","Tie a short piece of cotton string to the middle of the pencil or  stick. Attach a paper clip to the other end of the string for weight.  Moisten the string very lightly, and roll in a bit of sugar (this will  help \,  the sugar crystals from the syrup to the string) Place the  pencil or stick over the top of the glass or jar with the string hanging  down inside.  Heat the water to boiling, and dissolve 2 cups of sugar in it.  For the biggest crystals FAST, heat the sugar water solution a second  time, and dissolve as much additional sugar into it as possible. Add a  few drops of food coloring to the solution if desired. Pour the solution into the prepared glass or jar and leave  undisturbed for a couple days. Depending on how much sugar you were able  to dissolve in the water, you should start seeing crystals growing in a  few hours to a few days."
308,Curry Curlies,"puff pastry sheets, butter, curry powder",Cut pastry into 1 cm strips. Brush both sides of the strips with combined melted butter and curry powder. Lightly press finely crushed potato chips on both sides; twist to curl. Place on lightly greased oven trays. Bake in moderately hot oven 8 minutes or until golden. Cool on wire rack.
309,Florentiner,"butter, sugar, flour, water","Preheat oven to 350 degrees Fahrenheit. In saucepan, combine whipping cream, butter and  sugar. Bring to a boil, stirring constantly. Remove from heat. Add candied fruit, candied orange, almond slivers, ground almonds, and flour, one after the other to cream, mixing well. Drop by teaspoonfuls onto greased cookie sheet, leaving several inches space in between. With fork, dipped in water, press dough to approx 5 cm  (2 inches diameter) rounds. Bake 5 to 6 minutes. Carefully remove and cool on  rack. In the meantime, for the glaze, melt the grated chocolate with water in double boiler or in microwave. After cookies have cooled, brush glaze onto smooth bottom side of  cookies. Before glaze hardens, make a pattern by moving a fork across glaze. Die Florentiner im 180 oC heissen Ofen 5 bis 6 Minuten backen. Mit einem  Spatel vom Blech loesen und auf einem Kuchengitter abkuehlen lassen. Inzwischen die feingeriebene Zartbitterschokolade mit dem Wasser  vermischen und im heissen Wasserbad schmelzen."
310,Homemade Butter,heavy cream,"Place the bowl and blade of a food processor into the freezer to chill  for 4 to 5 hours. Refit the bowl and blade, turn on the food processor,  and pour the cream through the feed tube. Continue to process for about  10 minutes, until the Butter has hardened around the blade, leaving the  liquid that has separated from the cream in the bottom of the bowl. Transfer the Butter to a fine sieve and shake 2 or 3 times over the sink  to allow any excess liquid to drain. Put the butter in a bowl, cover, and  chill for at least 1 hour before using. Store it in the refrigerator,  where it has a shelf life of about 1 week. While holding the ruler, grab the end of the top  layer of wax paper and slowly pull it toward you; this will form the  Butter into the shape of a log. Roll the paper around the log and chill. Serve whole or cut off medallions as needed."
311,Homemade Butter II,"heavy whipping cream, water","Fit the steel knife blade into the work bowl of your food processor. Process  cream until whipped, about 30 seconds. Add water and ice cubes. Process 2-3  minutes until butter has formed  and separated from the liquid. No harm will be  done if you overwhip this  mixture. Pour butter and liquid into a fine strainer. With a rubber spatula,  gently press butter against sieve to remove excess  moisture. DO NOT press  too hard or butter will go through strainer. Refrigerate butter in a  covered container. This makes 1/3 cup butter. If you prefer salted butter, add 1/8 teaspoon  or less of salt to cream before processing."
312,Florentines,"all-purpose flour, baking soda, salt, butter, margarine, brown sugar, light corn syrup, egg, coconut, vanilla extract, butter, margarine","Mix flour, baking soda and salt. Cream 1/4 cup butter or margarine. Gradually add brown sugar and beat until light and fluffy. Add corn syrup  and egg. Blend well. Stir in flour mixture, coconut and vanilla. Drop by half teaspoonfuls onto greased baking sheets, leaving 2 inches between. Bake at 350 degrees Fahrenheit (180 degrees Celsius) about 10 minutes. Cool on baking sheets for 1 minute. Remove quickly and finish cooling on racks. (If wafer hardens, return briefly to oven). Melt chocolate and 1 tablespoon  butter in pan over very low heat, stirring constantly until smooth. Drizzle chocolate over cookies."
